,Unnamed: 0,annotation_id,exp_split,label,label_id,text,full text doc,importance_scores
1065,1065,test_1544,test,0,negative,ugliest would movie of on,would seem to have a lock on the title of ugliest movie of the year,[0.00436452 0.00391211 0.0028449  0.00174718 0.00144538]
20,20,test_914,test,0,negative,drifts disappointed inexorably as plods,the story drifts so inexorably into cliches about tortured and torturing artists and consuming but impossible love that you ca n t help but become more disappointed as each overwrought new sequence plods on,[0.0016882  0.0014353  0.0012257  0.00112739 0.00091045]
705,705,test_1245,test,0,negative,but as up slender winds,begins as a promising meditation on one of america s most durable obsessions but winds up as a slender cinematic stunt,[0.01126925 0.0050999  0.00488382 0.00393678 0.00240758]
583,583,test_64,test,1,positive,the s best the it,it s the best film of the year so far the benchmark against which all other best picture contenders should be measured,[0.01384537 0.01351153 0.00974185 0.0067357  0.0048721 ]
395,395,test_1057,test,0,negative,is it stunning in not,the story is familiar from its many predecessors like them it eventually culminates in the not exactly stunning insight that crime does n t pay,[0.00895351 0.0030906  0.00262025 0.0023586  0.00204045]
263,263,test_518,test,1,positive,cute heartwarming funny with and,cute funny heartwarming digitally animated feature film with plenty of slapstick humor for the kids lots of in jokes for the adults and heart enough for everyone,[0.00709053 0.00594822 0.00457882 0.00381807 0.0016228 ]
1634,1634,test_1214,test,0,negative,does t amount n anything,does n t amount to much of anything,[0.03242082 0.01788049 0.00446656 0.00241617 0.00114457]
1203,1203,test_1466,test,0,negative,but tend never cliches to,but the characters tend to be cliches whose lives are never fully explored,[0.0042762  0.003744   0.00312171 0.00277884 0.00262302]
806,806,test_1689,test,0,negative,barely this leaky but stays,the weight of water uses water as a metaphor for subconscious desire but this leaky script barely stays afloat,[0.00886981 0.00763912 0.0053241  0.00392899 0.00374542]
1127,1127,test_951,test,0,negative,best to cherish with imprisonment,it s best to avoid imprisonment with the dull nerdy folks that inhabit cherish,[0.00825287 0.00637682 0.00514554 0.0022926  0.00223643]
913,913,test_786,test,1,positive,power considerable something of gradually,the film starts out as competent but unremarkable and gradually grows into something of considerable power,[0.0191065  0.00676414 0.00500365 0.00350297 0.00213759]
617,617,test_863,test,1,positive,bravely treads nolan few ambivalence,nolan bravely treads where few american films dare to delve into the world of ambivalence and ambiguity,[0.03888479 0.02328189 0.0033025  0.00046835 0.00042303]
1565,1565,test_1136,test,0,negative,becomes instead it gimmicky of,it becomes gimmicky instead of compelling,[0.01784496 0.0102157  0.00644826 0.00448239 0.0009147 ]
847,847,test_1012,test,0,negative,and flashy pretentious impenetrable as,flashy pretentious and as impenetrable as morvern s thick working class scottish accent,[0.0094599  0.00596066 0.0032799  0.00308741 0.00272812]
312,312,test_1192,test,0,negative,s trying formulaic and another,it s really yet another anemic and formulaic lethal weapon derived buddy cop movie trying to pass off its lack of imagination as hip knowingness,[0.00236116 0.00204518 0.0013282  0.00127532 0.00114017]
1235,1235,test_649,test,1,positive,has is barney that and,barney has created a tour de force that is weird wacky and wonderful,[0.0123499  0.00679539 0.00679128 0.00446629 0.00414127]
1757,1757,test_557,test,1,positive,good stuff ol urban legend,good ol urban legend stuff,[0.04877853 0.03331172 0.00960523 0.00157277 0.00084062]
1095,1095,test_275,test,1,positive,that offer and performances natural,hu and liu offer natural matter of fact performances that glint with sorrow longing and love,[0.00879167 0.0086325  0.00489148 0.00276262 0.00241027]
1496,1496,test_730,test,1,positive,has with appealing davis his,davis has filled out his cast with appealing fresh faces,[0.02244371 0.00653271 0.00581181 0.00548442 0.00463943]
993,993,test_1432,test,0,negative,the plays little as hollow,plays as hollow catharsis with lots of tears but very little in the way of insights,[0.02851948 0.00693055 0.00491556 0.00439381 0.00329907]
400,400,test_1126,test,1,positive,a broadly played delivers and,a broadly played lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags,[0.01278043 0.00821838 0.00660798 0.00477709 0.00356034]
591,591,test_351,test,1,positive,creates an kaufman but eerie,kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed,[0.05421532 0.01025206 0.00816341 0.00176957 0.00174954]
1490,1490,test_365,test,1,positive,a and piece relatively polished,a polished and relatively sincere piece of escapism,[0.01192001 0.00657361 0.00651457 0.00459459 0.00426647]
1717,1717,test_743,test,1,positive,never it to fails us,it never fails to engage us,[0.03823619 0.02784735 0.00964377 0.00438855 0.00391859]
1653,1653,test_1685,test,0,negative,and forget plot about any,and forget about any attempt at a plot,[0.03165444 0.02072404 0.00393637 0.00099477 0.00048704]
501,501,test_1206,test,0,negative,rough proves but going the,considering the harsh locations and demanding stunts this must have been a difficult shoot but the movie proves rough going for the audience as well,[0.00954764 0.00479411 0.00262068 0.00222559 0.00192772]
691,691,test_947,test,0,negative,a a very garbled by,uncertain in tone a garbled exercise in sexual politics a junior varsity short cuts by way of very bad things,[0.00363225 0.00237043 0.00167731 0.00142148 0.0013956 ]
1045,1045,test_725,test,1,positive,offers it as plenty its,but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds,[0.00958944 0.00729319 0.00598008 0.00391148 0.00328658]
1541,1541,test_572,test,1,positive,and it but sincere ultimately,awkward but sincere and ultimately it wins you over,[0.0252455  0.01140535 0.0077326  0.00619913 0.00416311]
391,391,test_706,test,1,positive,gets but to show acting,grant gets to display his cadness to perfection but also to show acting range that may surprise some who thought light hearted comedy was his forte,[0.00823521 0.00445172 0.00371343 0.00298624 0.00219157]
1101,1101,test_393,test,1,positive,and this intelligent in restrained,two generations within one family test boundaries in this intelligent and restrained coming of age drama,[0.01052863 0.00937505 0.00626657 0.00476366 0.0029247 ]
604,604,test_590,test,1,positive,as benefits appears cho a,the film benefits greatly from a less manic tone than its predecessor as cho appears to have settled comfortably into her skin,[0.00902243 0.00716854 0.00427507 0.0026546  0.00241075]
1371,1371,test_671,test,1,positive,is a which deviant funny,a deviant topical comedy which is funny from start to finish,[0.02655442 0.01673824 0.01331943 0.00405299 0.00312901]
