,Unnamed: 0,annotation_id,exp_split,label,label_id,text,full text doc,importance_scores
440,440,test_791,test,1,positive,film s one hopefully a of of australia,a stunning piece of visual poetry that will hopefully be remembered as one of the most important stories to be told in australia s film history,"[0.03124281 0.0300442  0.02292521 0.0212871  0.02107946 0.02036023
 0.02036023 0.02013641]"
196,196,test_892,test,0,negative,selfless and and and idealistically reckless self figure,this time out sade is an unsettlingly familiar figure in turns loyal and deceitful responsible and reckless idealistically selfless and coldly self interested,"[0.38853872 0.31594855 0.31594855 0.31594855 0.16354807 0.15681474
 0.14670275 0.14446256]"
1549,1549,test_675,test,1,positive,movie repeatedly as says grant the hugh lovely,as hugh grant says repeatedly throughout the movie lovely,"[0.12065108 0.08400567 0.04512905 0.04351755 0.03161431 0.0220863
 0.01745475 0.01609909]"
1487,1487,test_308,test,1,positive,nicely of a examination serves in society an,nicely serves as an examination of a society in transition,"[0.47720724 0.22726685 0.22167298 0.11029375 0.09978526 0.06382871
 0.03154744 0.00738872]"
1200,1200,test_1366,test,0,negative,s humorless a a but it disjointed movie,but as a movie it s a humorless disjointed mess,"[0.39507    0.27323157 0.23256235 0.23256235 0.05886174 0.03868343
 0.02607673 0.02040779]"
1151,1151,test_1670,test,0,negative,the the film as as to to fun,going to the website may be just as fun and scary as going to the film,"[0.48063248 0.48063248 0.17847466 0.15152991 0.15152991 0.08764549
 0.08764549 0.08707359]"
141,141,test_1086,test,0,negative,sucks of cringing and a the the the,the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun toward the end you can feel your veins cringing from the workout,"[0.19076845 0.17050855 0.14052552 0.13844603 0.12691668 0.11887157
 0.11887157 0.11887157]"
581,581,test_47,test,1,positive,dose heart parka snow dog of behind hosts,behind the snow games and lovable siberian huskies plus one sheep dog the picture hosts a parka wrapped dose of heart,"[0.7472298  0.53063333 0.19249198 0.13101213 0.12411711 0.11786219
 0.11549041 0.10574229]"
971,971,test_781,test,1,positive,spice concerns the the adobo of but more,in adobo ethnicity is not just the spice but at the heart of more universal concerns,"[0.23100802 0.20713833 0.18741442 0.18741442 0.09487001 0.08407015
 0.08329431 0.08118584]"
1123,1123,test_824,test,1,positive,while sincere awesome and adorned surprisingly average story,while surprisingly sincere this average little story is adorned with some awesome action photography and surfing,"[0.09684466 0.08243378 0.07403504 0.07003532 0.05256577 0.04560681
 0.04384676 0.0351391 ]"
1379,1379,test_846,test,1,positive,mind a a that romp excellent and heart,an excellent romp that boasts both a heart and a mind,"[0.05111459 0.04770534 0.04770534 0.03990451 0.03609864 0.02750676
 0.02230535 0.01467552]"
290,290,test_350,test,0,negative,it it intriguing bad too one one an,one hour photo is an intriguing snapshot of one man and his delusions it s just too bad it does n t have more flashes of insight,"[0.69218004 0.69218004 0.53676814 0.4251773  0.26226595 0.25572127
 0.25572127 0.18946491]"
1215,1215,test_84,test,1,positive,hemmingway volume s speed ernest irwin is accelerated,steve irwin s method is ernest hemmingway at accelerated speed and volume,"[0.4982355  0.32850546 0.31520766 0.19948703 0.14238882 0.12600853
 0.12420991 0.0865718 ]"
100,100,test_1081,test,0,negative,to to the but do sustain a plenty,there s plenty of style in guillermo del toro s sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n t sustain more than 90 minutes,"[0.04801064 0.04801064 0.04771165 0.03555698 0.02496799 0.02126679
 0.02057293 0.01918824]"
987,987,test_1296,test,0,negative,theology of why someone aside t ultimately story,theology aside why put someone who ultimately does n t learn at the center of a kids story,"[0.0829833  0.05772261 0.05434336 0.02723522 0.02614876 0.02096471
 0.01773662 0.01723245]"
1411,1411,test_45,test,1,positive,two likeable such are bullock actors grant sandra,hugh grant and sandra bullock are two such likeable actors,"[0.218182   0.16557895 0.1602247  0.11621002 0.11168415 0.03368042
 0.03271131 0.0292433 ]"
1503,1503,test_895,test,1,positive,chicago admirable achievement an is many ways in,chicago is in many ways an admirable achievement,"[0.0504412  0.0390061  0.03679711 0.02017959 0.01427963 0.0111028
 0.00879735 0.00199722]"
365,365,test_1674,test,0,negative,is and of movie a a shambles unintentional,a shambles of a movie visually unattractive unbearably loud and utterly silly its hilarity is completely unintentional,"[0.14894871 0.07823015 0.06811365 0.05272576 0.03992072 0.03992072
 0.02374314 0.02277926]"
21,21,test_1472,test,0,negative,you ll a than to to blithely more,director brian levant who never strays far from his sitcom roots skates blithely from one implausible situation to another pausing only to tie up loose ends with more bows than you ll find on a french poodle,"[0.19860572 0.18372971 0.15553966 0.13421859 0.08457178 0.08457178
 0.08032405 0.06901833]"
1495,1495,test_646,test,1,positive,its darn smarty pretty pants aura despite good,pretty darn good despite its smarty pants aura,"[0.07830849 0.05508333 0.05083235 0.04450558 0.03690185 0.03121567
 0.0163342  0.01482313]"
513,513,test_1519,test,0,negative,never and jokester the perfectly n punchline to,never quite transcends jokester status and the punchline does n t live up to barry s dead eyed perfectly chilled delivery,"[0.23249123 0.06163367 0.04385735 0.04322647 0.03713443 0.03558837
 0.02935634 0.02681348]"
450,450,test_1074,test,0,negative,but happens just for takeoff to and be,the movie feels like it s going to be great and it carries on feeling that way for a long time but takeoff just never happens,"[0.10352995 0.07887991 0.06607934 0.06543154 0.05828266 0.03448499
 0.0268019  0.0233197 ]"
1553,1553,test_885,test,1,positive,blessed and film gift geeks historians a to,a blessed gift to film geeks and historians,"[0.07791028 0.05470733 0.05239748 0.03269818 0.02747286 0.02741479
 0.02174722 0.01713697]"
708,708,test_1471,test,0,negative,a relationships wretched comedy flat intended in to,intended to be a comedy about relationships this wretched work falls flat in just about every conceivable area,"[0.21171013 0.01900765 0.01725981 0.01673733 0.01427201 0.0138774
 0.01075106 0.00870628]"
884,884,test_231,test,1,positive,in debut music writer an especially his is,an impressive debut for first time writer director mark romanek especially considering his background is in music video,"[0.05329329 0.03829258 0.03804127 0.03430387 0.03131025 0.02858248
 0.02629171 0.02373109]"
1129,1129,test_957,test,0,negative,and what is s movie movie soul the,soul is what s lacking in every character in this movie and subsequently the movie itself,"[0.16941768 0.15017377 0.07884811 0.03498122 0.0311461  0.0311461
 0.02855256 0.02825067]"
547,547,test_760,test,1,positive,a a the it and in despondent meditation,it s a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel,"[0.33387578 0.33387578 0.15205778 0.07193888 0.05024507 0.03556191
 0.02369944 0.01765749]"
399,399,test_1125,test,0,negative,and why even original pillage come when up,why come up with something even quasi original when you can pillage from shirley jackson richard matheson and puke up something like rose red,"[0.13421988 0.03699206 0.02201376 0.01629577 0.01621145 0.00771183
 0.00746532 0.00740569]"
1372,1372,test_697,test,1,positive,a and lyricism intricate work profound elegance sense,a work of intricate elegance literary lyricism and profound common sense,"[0.23966981 0.04355684 0.02683479 0.02553765 0.02399197 0.01262648
 0.00971665 0.00496148]"
172,172,test_1147,test,0,negative,of of but dull not alleys snoozy longs,dull if not devoid of wit this shaggy dog longs to frisk through the back alleys of history but scarcely manages more than a modest snoozy charm,"[0.1651593  0.1651593  0.1106855  0.08255355 0.04844522 0.04276353
 0.0385624  0.03611683]"
88,88,test_16,test,1,positive,bleakly about about incisive so so with in,with a cast that includes some of the top actors working in independent film lovely amazing involves us because it is so incisive so bleakly amusing about how we go about our lives,"[0.29400468 0.25545195 0.25545195 0.25000244 0.23365444 0.23365444
 0.1821124  0.17232384]"
918,918,test_985,test,0,negative,to the than a food throwaway film is,this is a throwaway junk food movie whose rap soundtrack was better tended to than the film itself,"[0.33331653 0.28366336 0.10878432 0.06300268 0.06022589 0.04641653
 0.04526506 0.02681395]"
1486,1486,test_302,test,1,positive,films of a this like like what model,a model of what films like this should be like,"[0.39734015 0.22726685 0.22167298 0.21133311 0.20959193 0.20959193
 0.19593789 0.12443402]"
91,91,test_236,test,1,positive,polished but desire holds with with meaning in,parker holds true to wilde s own vision of a pure comedy with absolutely no meaning and no desire to be anything but a polished sophisticated entertainment that is in love with its own cleverness,"[0.48205084 0.22357021 0.21820502 0.18752491 0.1821124  0.1821124
 0.17261994 0.17232384]"
1391,1391,test_1332,test,0,negative,t former n bad reese too murphy pop,too bad the former murphy brown does n t pop reese back,"[0.11107028 0.10744646 0.10327259 0.0818755  0.06939204 0.06767988
 0.0585065  0.04102659]"
157,157,test_397,test,1,positive,best aware treat of of of the is,one of the best examples of how to treat a subject you re not fully aware is being examined much like a photo of yourself you did n t know was being taken,"[0.31129318 0.29961666 0.2546472  0.2327059  0.2327059  0.2327059
 0.20234987 0.19630915]"
1525,1525,test_1629,test,0,negative,too lazy to advantage humorous of take semi,too lazy to take advantage of its semi humorous premise,"[0.04647504 0.03202664 0.01893543 0.01698809 0.01281212 0.0063547
 0.00420675 0.0031745 ]"
120,120,test_787,test,0,negative,perverted nothing the denis gory made genre riff,nothing denis has made before like beau travil and nenette et boni could prepare us for this gory perverted sex soaked riff on the cannibal genre,"[0.4556773  0.28053725 0.23960009 0.17665869 0.17324167 0.15659903
 0.12590733 0.12588777]"
286,286,test_100,test,0,negative,to neither unpretentious short of as as nor,somewhere short of tremors on the modern b scene neither as funny nor as clever though an agreeably unpretentious way to spend ninety minutes,"[0.17783628 0.04007294 0.02495083 0.01911079 0.01819575 0.01465478
 0.01465478 0.01239256]"
